task,variant,schedule,chunk,N,K,threads,run,time,checksum
A,omp,static,0,1000000,20,1,1,1.097072,547250000
A,omp,static,0,1000000,20,1,2,0.808411,547250000
A,omp,static,0,1000000,20,1,3,0.797505,547250000
A,omp,dynamic,1,1000000,20,1,1,0.799836,547250000
A,omp,dynamic,1,1000000,20,1,2,0.788009,547250000
A,omp,dynamic,1,1000000,20,1,3,0.825708,547250000
A,omp,dynamic,4,1000000,20,1,1,0.823359,547250000
A,omp,dynamic,4,1000000,20,1,2,0.851783,547250000
A,omp,dynamic,4,1000000,20,1,3,0.801177,547250000
A,omp,dynamic,16,1000000,20,1,1,0.809918,547250000
A,omp,dynamic,16,1000000,20,1,2,0.801005,547250000
A,omp,dynamic,16,1000000,20,1,3,0.835389,547250000
A,omp,dynamic,64,1000000,20,1,1,0.825342,547250000
A,omp,dynamic,64,1000000,20,1,2,0.882371,547250000
A,omp,dynamic,64,1000000,20,1,3,0.893540,547250000
A,omp,guided,1,1000000,20,1,1,0.875368,547250000
A,omp,guided,1,1000000,20,1,2,0.872919,547250000
A,omp,guided,1,1000000,20,1,3,0.849749,547250000
A,omp,guided,4,1000000,20,1,1,0.824033,547250000
A,omp,guided,4,1000000,20,1,2,0.815281,547250000
A,omp,guided,4,1000000,20,1,3,0.806324,547250000
A,omp,guided,16,1000000,20,1,1,0.818543,547250000
A,omp,guided,16,1000000,20,1,2,0.806038,547250000
A,omp,guided,16,1000000,20,1,3,0.807884,547250000
A,omp,guided,64,1000000,20,1,1,0.819207,547250000
A,omp,guided,64,1000000,20,1,2,0.806170,547250000
A,omp,guided,64,1000000,20,1,3,0.809533,547250000
A,omp,static,0,1000000,20,2,1,0.479382,547250000
A,omp,static,0,1000000,20,2,2,0.481087,547250000
A,omp,static,0,1000000,20,2,3,0.488858,547250000
A,omp,dynamic,1,1000000,20,2,1,0.512964,547250000
A,omp,dynamic,1,1000000,20,2,2,0.506020,547250000
A,omp,dynamic,1,1000000,20,2,3,0.503939,547250000
A,omp,dynamic,4,1000000,20,2,1,0.489560,547250000
A,omp,dynamic,4,1000000,20,2,2,0.495947,547250000
A,omp,dynamic,4,1000000,20,2,3,0.487548,547250000
A,omp,dynamic,16,1000000,20,2,1,0.484897,547250000
A,omp,dynamic,16,1000000,20,2,2,0.490497,547250000
A,omp,dynamic,16,1000000,20,2,3,0.493617,547250000
A,omp,dynamic,64,1000000,20,2,1,0.485704,547250000
A,omp,dynamic,64,1000000,20,2,2,0.488164,547250000
A,omp,dynamic,64,1000000,20,2,3,0.546370,547250000
A,omp,guided,1,1000000,20,2,1,0.500287,547250000
A,omp,guided,1,1000000,20,2,2,0.488814,547250000
A,omp,guided,1,1000000,20,2,3,0.482920,547250000
A,omp,guided,4,1000000,20,2,1,0.480396,547250000
A,omp,guided,4,1000000,20,2,2,0.486964,547250000
A,omp,guided,4,1000000,20,2,3,0.482510,547250000
A,omp,guided,16,1000000,20,2,1,0.480756,547250000
A,omp,guided,16,1000000,20,2,2,0.480046,547250000
A,omp,guided,16,1000000,20,2,3,0.484916,547250000
A,omp,guided,64,1000000,20,2,1,0.509499,547250000
A,omp,guided,64,1000000,20,2,2,0.483602,547250000
A,omp,guided,64,1000000,20,2,3,0.479624,547250000
A,omp,static,0,1000000,20,4,1,0.269780,547250000
A,omp,static,0,1000000,20,4,2,0.309602,547250000
A,omp,static,0,1000000,20,4,3,0.322804,547250000
A,omp,dynamic,1,1000000,20,4,1,0.322814,547250000
A,omp,dynamic,1,1000000,20,4,2,0.324429,547250000
A,omp,dynamic,1,1000000,20,4,3,0.326594,547250000
A,omp,dynamic,4,1000000,20,4,1,0.318761,547250000
A,omp,dynamic,4,1000000,20,4,2,0.322627,547250000
A,omp,dynamic,4,1000000,20,4,3,0.321435,547250000
A,omp,dynamic,16,1000000,20,4,1,0.317189,547250000
A,omp,dynamic,16,1000000,20,4,2,0.322407,547250000
A,omp,dynamic,16,1000000,20,4,3,0.319324,547250000
A,omp,dynamic,64,1000000,20,4,1,0.391658,547250000
A,omp,dynamic,64,1000000,20,4,2,0.321912,547250000
A,omp,dynamic,64,1000000,20,4,3,0.321072,547250000
A,omp,guided,1,1000000,20,4,1,0.315824,547250000
A,omp,guided,1,1000000,20,4,2,0.315734,547250000
A,omp,guided,1,1000000,20,4,3,0.316166,547250000
A,omp,guided,4,1000000,20,4,1,0.313393,547250000
A,omp,guided,4,1000000,20,4,2,0.314503,547250000
A,omp,guided,4,1000000,20,4,3,0.323653,547250000
A,omp,guided,16,1000000,20,4,1,0.313646,547250000
A,omp,guided,16,1000000,20,4,2,0.313772,547250000
A,omp,guided,16,1000000,20,4,3,0.313996,547250000
A,omp,guided,64,1000000,20,4,1,0.314274,547250000
A,omp,guided,64,1000000,20,4,2,0.315628,547250000
A,omp,guided,64,1000000,20,4,3,0.322409,547250000
A,omp,static,0,1000000,20,8,1,0.206492,547250000
A,omp,static,0,1000000,20,8,2,0.211272,547250000
A,omp,static,0,1000000,20,8,3,0.223995,547250000
A,omp,dynamic,1,1000000,20,8,1,0.266675,547250000
A,omp,dynamic,1,1000000,20,8,2,0.221837,547250000
A,omp,dynamic,1,1000000,20,8,3,0.222695,547250000
A,omp,dynamic,4,1000000,20,8,1,0.215120,547250000
A,omp,dynamic,4,1000000,20,8,2,0.219508,547250000
A,omp,dynamic,4,1000000,20,8,3,0.225734,547250000
A,omp,dynamic,16,1000000,20,8,1,0.214784,547250000
A,omp,dynamic,16,1000000,20,8,2,0.215790,547250000
A,omp,dynamic,16,1000000,20,8,3,0.215840,547250000
A,omp,dynamic,64,1000000,20,8,1,0.220517,547250000
A,omp,dynamic,64,1000000,20,8,2,0.211736,547250000
A,omp,dynamic,64,1000000,20,8,3,0.216385,547250000
A,omp,guided,1,1000000,20,8,1,0.216401,547250000
A,omp,guided,1,1000000,20,8,2,0.223723,547250000
A,omp,guided,1,1000000,20,8,3,0.240439,547250000
A,omp,guided,4,1000000,20,8,1,0.237429,547250000
A,omp,guided,4,1000000,20,8,2,0.277664,547250000
A,omp,guided,4,1000000,20,8,3,0.231031,547250000
A,omp,guided,16,1000000,20,8,1,0.227159,547250000
A,omp,guided,16,1000000,20,8,2,0.222804,547250000
A,omp,guided,16,1000000,20,8,3,0.224409,547250000
A,omp,guided,64,1000000,20,8,1,0.257247,547250000
A,omp,guided,64,1000000,20,8,2,0.249707,547250000
A,omp,guided,64,1000000,20,8,3,0.229830,547250000
A,omp,static,0,1000000,20,16,1,0.229029,547250000
A,omp,static,0,1000000,20,16,2,0.246363,547250000
A,omp,static,0,1000000,20,16,3,0.216834,547250000
A,omp,dynamic,1,1000000,20,16,1,0.230258,547250000
A,omp,dynamic,1,1000000,20,16,2,0.229628,547250000
A,omp,dynamic,1,1000000,20,16,3,0.236843,547250000
A,omp,dynamic,4,1000000,20,16,1,0.232455,547250000
A,omp,dynamic,4,1000000,20,16,2,0.227575,547250000
A,omp,dynamic,4,1000000,20,16,3,0.227685,547250000
A,omp,dynamic,16,1000000,20,16,1,0.221728,547250000
A,omp,dynamic,16,1000000,20,16,2,0.220939,547250000
A,omp,dynamic,16,1000000,20,16,3,0.236704,547250000
A,omp,dynamic,64,1000000,20,16,1,0.231556,547250000
A,omp,dynamic,64,1000000,20,16,2,0.230042,547250000
A,omp,dynamic,64,1000000,20,16,3,0.223295,547250000
A,omp,guided,1,1000000,20,16,1,0.242374,547250000
A,omp,guided,1,1000000,20,16,2,0.219874,547250000
A,omp,guided,1,1000000,20,16,3,0.223918,547250000
A,omp,guided,4,1000000,20,16,1,0.275734,547250000
A,omp,guided,4,1000000,20,16,2,0.230440,547250000
A,omp,guided,4,1000000,20,16,3,0.223249,547250000
A,omp,guided,16,1000000,20,16,1,0.231101,547250000
A,omp,guided,16,1000000,20,16,2,0.256945,547250000
A,omp,guided,16,1000000,20,16,3,0.214225,547250000
A,omp,guided,64,1000000,20,16,1,0.224116,547250000
A,omp,guided,64,1000000,20,16,2,0.217784,547250000
A,omp,guided,64,1000000,20,16,3,0.223667,547250000
A,omp,static,0,1000000,24,1,1,4.967491,3125951580
A,omp,static,0,1000000,24,1,2,4.619616,3125951580
A,omp,static,0,1000000,24,1,3,4.709592,3125951580
A,omp,dynamic,1,1000000,24,1,1,4.739388,3125951580
A,omp,dynamic,1,1000000,24,1,2,4.717605,3125951580
A,omp,dynamic,1,1000000,24,1,3,4.606474,3125951580
A,omp,dynamic,4,1000000,24,1,1,4.672331,3125951580
A,omp,dynamic,4,1000000,24,1,2,4.546247,3125951580
A,omp,dynamic,4,1000000,24,1,3,4.465652,3125951580
A,omp,dynamic,16,1000000,24,1,1,4.461548,3125951580
A,omp,dynamic,16,1000000,24,1,2,4.468108,3125951580
A,omp,dynamic,16,1000000,24,1,3,4.454568,3125951580
A,omp,dynamic,64,1000000,24,1,1,4.503401,3125951580
A,omp,dynamic,64,1000000,24,1,2,4.453188,3125951580
A,omp,dynamic,64,1000000,24,1,3,4.479613,3125951580
A,omp,guided,1,1000000,24,1,1,4.461615,3125951580
A,omp,guided,1,1000000,24,1,2,4.457040,3125951580
A,omp,guided,1,1000000,24,1,3,4.476516,3125951580
A,omp,guided,4,1000000,24,1,1,4.497563,3125951580
A,omp,guided,4,1000000,24,1,2,4.454526,3125951580
A,omp,guided,4,1000000,24,1,3,4.469875,3125951580
A,omp,guided,16,1000000,24,1,1,4.459721,3125951580
A,omp,guided,16,1000000,24,1,2,4.472441,3125951580
A,omp,guided,16,1000000,24,1,3,4.473030,3125951580
A,omp,guided,64,1000000,24,1,1,4.507585,3125951580
A,omp,guided,64,1000000,24,1,2,4.485414,3125951580
A,omp,guided,64,1000000,24,1,3,4.474090,3125951580
A,omp,static,0,1000000,24,2,1,2.282235,3125951580
A,omp,static,0,1000000,24,2,2,2.307518,3125951580
A,omp,static,0,1000000,24,2,3,2.406939,3125951580
A,omp,dynamic,1,1000000,24,2,1,2.540194,3125951580
A,omp,dynamic,1,1000000,24,2,2,2.581077,3125951580
A,omp,dynamic,1,1000000,24,2,3,2.624423,3125951580
A,omp,dynamic,4,1000000,24,2,1,2.637252,3125951580
A,omp,dynamic,4,1000000,24,2,2,2.702452,3125951580
A,omp,dynamic,4,1000000,24,2,3,2.679118,3125951580
A,omp,dynamic,16,1000000,24,2,1,2.704258,3125951580
A,omp,dynamic,16,1000000,24,2,2,2.705216,3125951580
A,omp,dynamic,16,1000000,24,2,3,2.790427,3125951580
A,omp,dynamic,64,1000000,24,2,1,2.730592,3125951580
A,omp,dynamic,64,1000000,24,2,2,2.749136,3125951580
A,omp,dynamic,64,1000000,24,2,3,2.763004,3125951580
A,omp,guided,1,1000000,24,2,1,2.746575,3125951580
A,omp,guided,1,1000000,24,2,2,2.737334,3125951580
A,omp,guided,1,1000000,24,2,3,2.752703,3125951580
A,omp,guided,4,1000000,24,2,1,2.726228,3125951580
A,omp,guided,4,1000000,24,2,2,2.716806,3125951580
A,omp,guided,4,1000000,24,2,3,2.747702,3125951580
A,omp,guided,16,1000000,24,2,1,2.770160,3125951580
A,omp,guided,16,1000000,24,2,2,2.715388,3125951580
A,omp,guided,16,1000000,24,2,3,2.707150,3125951580
A,omp,guided,64,1000000,24,2,1,2.760755,3125951580
A,omp,guided,64,1000000,24,2,2,2.756039,3125951580
A,omp,guided,64,1000000,24,2,3,2.714388,3125951580
A,omp,static,0,1000000,24,4,1,1.769513,3125951580
A,omp,static,0,1000000,24,4,2,1.793775,3125951580
A,omp,static,0,1000000,24,4,3,1.772617,3125951580
A,omp,dynamic,1,1000000,24,4,1,1.774898,3125951580
A,omp,dynamic,1,1000000,24,4,2,1.774534,3125951580
A,omp,dynamic,1,1000000,24,4,3,1.752033,3125951580
A,omp,dynamic,4,1000000,24,4,1,1.833925,3125951580
A,omp,dynamic,4,1000000,24,4,2,1.763835,3125951580
A,omp,dynamic,4,1000000,24,4,3,1.755611,3125951580
A,omp,dynamic,16,1000000,24,4,1,1.767048,3125951580
A,omp,dynamic,16,1000000,24,4,2,1.765919,3125951580
A,omp,dynamic,16,1000000,24,4,3,1.795469,3125951580
A,omp,dynamic,64,1000000,24,4,1,1.800708,3125951580
A,omp,dynamic,64,1000000,24,4,2,1.904231,3125951580
A,omp,dynamic,64,1000000,24,4,3,1.969509,3125951580
A,omp,guided,1,1000000,24,4,1,1.861483,3125951580
A,omp,guided,1,1000000,24,4,2,1.814930,3125951580
A,omp,guided,1,1000000,24,4,3,1.788339,3125951580
A,omp,guided,4,1000000,24,4,1,1.785902,3125951580
A,omp,guided,4,1000000,24,4,2,1.785402,3125951580
A,omp,guided,4,1000000,24,4,3,1.806660,3125951580
A,omp,guided,16,1000000,24,4,1,1.818455,3125951580
A,omp,guided,16,1000000,24,4,2,1.813071,3125951580
A,omp,guided,16,1000000,24,4,3,1.793855,3125951580
A,omp,guided,64,1000000,24,4,1,1.796764,3125951580
A,omp,guided,64,1000000,24,4,2,1.790043,3125951580
A,omp,guided,64,1000000,24,4,3,1.800609,3125951580
A,omp,static,0,1000000,24,8,1,1.300737,3125951580
A,omp,static,0,1000000,24,8,2,1.347487,3125951580
A,omp,static,0,1000000,24,8,3,1.432086,3125951580
A,omp,dynamic,1,1000000,24,8,1,1.309136,3125951580
A,omp,dynamic,1,1000000,24,8,2,1.349201,3125951580
A,omp,dynamic,1,1000000,24,8,3,1.333501,3125951580
A,omp,dynamic,4,1000000,24,8,1,1.304799,3125951580
A,omp,dynamic,4,1000000,24,8,2,1.295226,3125951580
A,omp,dynamic,4,1000000,24,8,3,1.318859,3125951580
A,omp,dynamic,16,1000000,24,8,1,1.348226,3125951580
A,omp,dynamic,16,1000000,24,8,2,1.311580,3125951580
A,omp,dynamic,16,1000000,24,8,3,1.335367,3125951580
A,omp,dynamic,64,1000000,24,8,1,1.361836,3125951580
A,omp,dynamic,64,1000000,24,8,2,1.351389,3125951580
A,omp,dynamic,64,1000000,24,8,3,1.356273,3125951580
A,omp,guided,1,1000000,24,8,1,1.383866,3125951580
A,omp,guided,1,1000000,24,8,2,1.387395,3125951580
A,omp,guided,1,1000000,24,8,3,1.349371,3125951580
A,omp,guided,4,1000000,24,8,1,1.382751,3125951580
A,omp,guided,4,1000000,24,8,2,1.356199,3125951580
A,omp,guided,4,1000000,24,8,3,1.357153,3125951580
A,omp,guided,16,1000000,24,8,1,1.385922,3125951580
A,omp,guided,16,1000000,24,8,2,1.407482,3125951580
A,omp,guided,16,1000000,24,8,3,1.377378,3125951580
A,omp,guided,64,1000000,24,8,1,1.382004,3125951580
A,omp,guided,64,1000000,24,8,2,1.388004,3125951580
A,omp,guided,64,1000000,24,8,3,1.354624,3125951580
A,omp,static,0,1000000,24,16,1,1.398722,3125951580
A,omp,static,0,1000000,24,16,2,1.403487,3125951580
A,omp,static,0,1000000,24,16,3,1.383614,3125951580
A,omp,dynamic,1,1000000,24,16,1,1.438065,3125951580
A,omp,dynamic,1,1000000,24,16,2,1.378051,3125951580
A,omp,dynamic,1,1000000,24,16,3,1.382221,3125951580
A,omp,dynamic,4,1000000,24,16,1,1.524258,3125951580
A,omp,dynamic,4,1000000,24,16,2,1.475356,3125951580
A,omp,dynamic,4,1000000,24,16,3,1.394526,3125951580
A,omp,dynamic,16,1000000,24,16,1,1.426900,3125951580
A,omp,dynamic,16,1000000,24,16,2,1.471677,3125951580
A,omp,dynamic,16,1000000,24,16,3,1.374186,3125951580
A,omp,dynamic,64,1000000,24,16,1,1.432394,3125951580
A,omp,dynamic,64,1000000,24,16,2,1.415214,3125951580
A,omp,dynamic,64,1000000,24,16,3,1.401790,3125951580
A,omp,guided,1,1000000,24,16,1,1.387725,3125951580
A,omp,guided,1,1000000,24,16,2,1.401897,3125951580
A,omp,guided,1,1000000,24,16,3,1.484867,3125951580
A,omp,guided,4,1000000,24,16,1,1.417940,3125951580
A,omp,guided,4,1000000,24,16,2,1.414891,3125951580
A,omp,guided,4,1000000,24,16,3,1.416745,3125951580
A,omp,guided,16,1000000,24,16,1,1.421757,3125951580
A,omp,guided,16,1000000,24,16,2,1.389495,3125951580
A,omp,guided,16,1000000,24,16,3,1.418404,3125951580
A,omp,guided,64,1000000,24,16,1,1.462907,3125951580
A,omp,guided,64,1000000,24,16,2,1.400471,3125951580
A,omp,guided,64,1000000,24,16,3,1.436724,3125951580
A,omp,static,0,1000000,28,1,1,27.499794,18365138825
A,omp,static,0,1000000,28,1,2,26.179548,18365138825
A,omp,static,0,1000000,28,1,3,25.772535,18365138825
A,omp,dynamic,1,1000000,28,1,1,25.802605,18365138825
A,omp,dynamic,1,1000000,28,1,2,25.826309,18365138825
A,omp,dynamic,1,1000000,28,1,3,25.895911,18365138825
A,omp,dynamic,4,1000000,28,1,1,25.844380,18365138825
A,omp,dynamic,4,1000000,28,1,2,25.937473,18365138825
A,omp,dynamic,4,1000000,28,1,3,25.815013,18365138825
A,omp,dynamic,16,1000000,28,1,1,25.790567,18365138825
A,omp,dynamic,16,1000000,28,1,2,25.797705,18365138825
A,omp,dynamic,16,1000000,28,1,3,25.832665,18365138825
A,omp,dynamic,64,1000000,28,1,1,25.846808,18365138825
A,omp,dynamic,64,1000000,28,1,2,25.816868,18365138825
A,omp,dynamic,64,1000000,28,1,3,25.834839,18365138825
A,omp,guided,1,1000000,28,1,1,25.853216,18365138825
A,omp,guided,1,1000000,28,1,2,25.837845,18365138825
A,omp,guided,1,1000000,28,1,3,25.932324,18365138825
A,omp,guided,4,1000000,28,1,1,25.842015,18365138825
A,omp,guided,4,1000000,28,1,2,25.832646,18365138825
A,omp,guided,4,1000000,28,1,3,25.845455,18365138825
A,omp,guided,16,1000000,28,1,1,25.804997,18365138825
A,omp,guided,16,1000000,28,1,2,25.848763,18365138825
A,omp,guided,16,1000000,28,1,3,25.858761,18365138825
A,omp,guided,64,1000000,28,1,1,25.839977,18365138825
A,omp,guided,64,1000000,28,1,2,25.805439,18365138825
A,omp,guided,64,1000000,28,1,3,25.819456,18365138825
A,omp,static,0,1000000,28,2,1,13.217489,18365138825
A,omp,static,0,1000000,28,2,2,13.240978,18365138825
A,omp,static,0,1000000,28,2,3,13.369474,18365138825
A,omp,dynamic,1,1000000,28,2,1,13.760151,18365138825
A,omp,dynamic,1,1000000,28,2,2,14.248922,18365138825
A,omp,dynamic,1,1000000,28,2,3,14.756198,18365138825
A,omp,dynamic,4,1000000,28,2,1,15.247137,18365138825
A,omp,dynamic,4,1000000,28,2,2,15.846172,18365138825
A,omp,dynamic,4,1000000,28,2,3,16.200866,18365138825
A,omp,dynamic,16,1000000,28,2,1,16.623353,18365138825
A,omp,dynamic,16,1000000,28,2,2,17.148076,18365138825
A,omp,dynamic,16,1000000,28,2,3,16.255396,18365138825
A,omp,dynamic,64,1000000,28,2,1,15.629507,18365138825
A,omp,dynamic,64,1000000,28,2,2,15.201469,18365138825
A,omp,dynamic,64,1000000,28,2,3,14.818290,18365138825
A,omp,guided,1,1000000,28,2,1,15.385376,18365138825
A,omp,guided,1,1000000,28,2,2,14.522394,18365138825
A,omp,guided,1,1000000,28,2,3,14.503888,18365138825
A,omp,guided,4,1000000,28,2,1,14.614789,18365138825
A,omp,guided,4,1000000,28,2,2,14.715420,18365138825
A,omp,guided,4,1000000,28,2,3,14.733368,18365138825
A,omp,guided,16,1000000,28,2,1,14.694172,18365138825
A,omp,guided,16,1000000,28,2,2,14.667048,18365138825
A,omp,guided,16,1000000,28,2,3,14.618159,18365138825
A,omp,guided,64,1000000,28,2,1,14.528393,18365138825
A,omp,guided,64,1000000,28,2,2,14.453469,18365138825
A,omp,guided,64,1000000,28,2,3,14.397212,18365138825
A,omp,static,0,1000000,28,4,1,9.008525,18365138825
A,omp,static,0,1000000,28,4,2,8.965245,18365138825
A,omp,static,0,1000000,28,4,3,8.959407,18365138825
A,omp,dynamic,1,1000000,28,4,1,9.002876,18365138825
A,omp,dynamic,1,1000000,28,4,2,9.048806,18365138825
A,omp,dynamic,1,1000000,28,4,3,9.238269,18365138825
A,omp,dynamic,4,1000000,28,4,1,9.276583,18365138825
A,omp,dynamic,4,1000000,28,4,2,9.300358,18365138825
A,omp,dynamic,4,1000000,28,4,3,9.315911,18365138825
A,omp,dynamic,16,1000000,28,4,1,9.443126,18365138825
A,omp,dynamic,16,1000000,28,4,2,9.376676,18365138825
A,omp,dynamic,16,1000000,28,4,3,9.341542,18365138825
A,omp,dynamic,64,1000000,28,4,1,9.337757,18365138825
A,omp,dynamic,64,1000000,28,4,2,9.295097,18365138825
A,omp,dynamic,64,1000000,28,4,3,9.301429,18365138825
A,omp,guided,1,1000000,28,4,1,9.277095,18365138825
A,omp,guided,1,1000000,28,4,2,9.244960,18365138825
A,omp,guided,1,1000000,28,4,3,9.223565,18365138825
A,omp,guided,4,1000000,28,4,1,9.225505,18365138825
A,omp,guided,4,1000000,28,4,2,9.203972,18365138825
A,omp,guided,4,1000000,28,4,3,9.202901,18365138825
A,omp,guided,16,1000000,28,4,1,9.204378,18365138825
A,omp,guided,16,1000000,28,4,2,9.183296,18365138825
A,omp,guided,16,1000000,28,4,3,9.199246,18365138825
A,omp,guided,64,1000000,28,4,1,9.157687,18365138825
A,omp,guided,64,1000000,28,4,2,9.121332,18365138825
A,omp,guided,64,1000000,28,4,3,9.117026,18365138825
A,omp,static,0,1000000,28,8,1,6.237399,18365138825
A,omp,static,0,1000000,28,8,2,6.219271,18365138825
A,omp,static,0,1000000,28,8,3,6.330105,18365138825
A,omp,dynamic,1,1000000,28,8,1,6.244467,18365138825
A,omp,dynamic,1,1000000,28,8,2,6.307072,18365138825
A,omp,dynamic,1,1000000,28,8,3,6.389428,18365138825
A,omp,dynamic,4,1000000,28,8,1,6.398593,18365138825
A,omp,dynamic,4,1000000,28,8,2,6.393166,18365138825
A,omp,dynamic,4,1000000,28,8,3,6.483023,18365138825
A,omp,dynamic,16,1000000,28,8,1,7.174295,18365138825
A,omp,dynamic,16,1000000,28,8,2,6.972460,18365138825
A,omp,dynamic,16,1000000,28,8,3,7.361424,18365138825
A,omp,dynamic,64,1000000,28,8,1,7.342249,18365138825
A,omp,dynamic,64,1000000,28,8,2,7.192417,18365138825
A,omp,dynamic,64,1000000,28,8,3,7.344936,18365138825
A,omp,guided,1,1000000,28,8,1,7.413229,18365138825
A,omp,guided,1,1000000,28,8,2,8.401137,18365138825
A,omp,guided,1,1000000,28,8,3,8.496881,18365138825
A,omp,guided,4,1000000,28,8,1,8.442400,18365138825
A,omp,guided,4,1000000,28,8,2,8.278638,18365138825
A,omp,guided,4,1000000,28,8,3,8.061720,18365138825
A,omp,guided,16,1000000,28,8,1,8.115926,18365138825
A,omp,guided,16,1000000,28,8,2,8.183129,18365138825
A,omp,guided,16,1000000,28,8,3,8.272157,18365138825
A,omp,guided,64,1000000,28,8,1,8.225912,18365138825
A,omp,guided,64,1000000,28,8,2,8.181688,18365138825
A,omp,guided,64,1000000,28,8,3,8.363306,18365138825
A,omp,static,0,1000000,28,16,1,8.162591,18365138825
A,omp,static,0,1000000,28,16,2,7.965849,18365138825
A,omp,static,0,1000000,28,16,3,7.940424,18365138825
A,omp,dynamic,1,1000000,28,16,1,7.886928,18365138825
A,omp,dynamic,1,1000000,28,16,2,7.876397,18365138825
A,omp,dynamic,1,1000000,28,16,3,8.098968,18365138825
A,omp,dynamic,4,1000000,28,16,1,8.018087,18365138825
A,omp,dynamic,4,1000000,28,16,2,7.925230,18365138825
A,omp,dynamic,4,1000000,28,16,3,7.782365,18365138825
A,omp,dynamic,16,1000000,28,16,1,7.804550,18365138825
A,omp,dynamic,16,1000000,28,16,2,7.907539,18365138825
A,omp,dynamic,16,1000000,28,16,3,7.723628,18365138825
A,omp,dynamic,64,1000000,28,16,1,7.887299,18365138825
A,omp,dynamic,64,1000000,28,16,2,7.699700,18365138825
A,omp,dynamic,64,1000000,28,16,3,7.869565,18365138825
A,omp,guided,1,1000000,28,16,1,7.784158,18365138825
A,omp,guided,1,1000000,28,16,2,7.786604,18365138825
A,omp,guided,1,1000000,28,16,3,7.895600,18365138825
A,omp,guided,4,1000000,28,16,1,7.798101,18365138825
A,omp,guided,4,1000000,28,16,2,7.781827,18365138825
A,omp,guided,4,1000000,28,16,3,7.968021,18365138825
A,omp,guided,16,1000000,28,16,1,7.923730,18365138825
A,omp,guided,16,1000000,28,16,2,7.943556,18365138825
A,omp,guided,16,1000000,28,16,3,7.818075,18365138825
A,omp,guided,64,1000000,28,16,1,7.946520,18365138825
A,omp,guided,64,1000000,28,16,2,7.815060,18365138825
A,omp,guided,64,1000000,28,16,3,7.896933,18365138825
